Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Sampling Matrix,Level of Aggregation,Statistic Name,Number of Samples,Samples Below LOQ,Confidence Interval,Position,Latitude,Longitude,Location Name,Target Population,Adjusted For,Concentration Value (unadjusted),Confidence Interval (unadjusted),IPCheM QC,PulledDate,FileName,QA_Concerns
mono-benzyl phthalate,2528-16-7,GBR,United Kingdom,GBR,NA,3.87,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,3.26-4.58,representative,NA,NA,NA,children,"age, gender",3.84,3.24-4.55,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,BEL,Belgium,BEL,NA,5.67,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,4.85-6.62,representative,NA,NA,NA,mothers,age,5.77,4.94-6.74,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CHE,Switzerland,CHE,NA,3.55,µg/g crt,2011/09/01-2012/04/24,NA,5,Human (Urine),urine,statistic,Geometric Mean,117,72.60%,3.04-4.15,representative,NA,NA,NA,mothers,age,3.59,3.07-4.19,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CYP,Cyprus,CYP,NA,2.18,µg/g crt,2011/09/01-2012/04/24,NA,1.9,Human (Urine),urine,statistic,Geometric Mean,59,32.20%,1.75-2.71,representative,NA,NA,NA,mothers,age,2.19,1.76-2.73,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CZE,Czech Republic,CZE,NA,4.3,µg/g crt,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,117,9.40%,3.68-5.03,representative,NA,NA,NA,mothers,age,4.35,3.72-5.08,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,DEU,Germany,DEU,NA,3.99,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,3.41-4.66,representative,NA,NA,NA,mothers,age,4.03,3.45-4.71,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,DNK,Denmark,DNK,NA,4.01,µg/g crt,2011/09/01-2012/04/24,NA,1.14,Human (Urine),urine,statistic,Geometric Mean,143,7.00%,3.43-4.69,representative,NA,NA,NA,mothers,age,4.09,3.5-4.77,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,ESP,Spain,ESP,NA,7.83,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,6.7-9.16,representative,NA,NA,NA,mothers,age,7.99,6.84-9.33,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,HUN,Hungary,HUN,NA,3.82,µg/g crt,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,115,5.20%,3.27-4.47,representative,NA,NA,NA,mothers,age,3.82,3.27-4.46,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,IRL,Ireland,IRL,NA,3.1,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,2.50%,2.66-3.62,representative,NA,NA,NA,mothers,age,3.12,2.67-3.64,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,LUX,Luxembourg,LUX,NA,3.27,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,56,0.00%,2.62-4.08,representative,NA,NA,NA,mothers,age,3.38,2.71-4.21,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,POL,Poland,POL,NA,4.1,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.80%,3.51-4.79,representative,NA,NA,NA,mothers,age,4.09,3.5-4.77,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,PRT,Portugal,PRT,NA,4.86,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,4.17-5.68,representative,NA,NA,NA,mothers,age,4.91,4.2-5.73,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,ROU,Romania,ROU,NA,2.16,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,117,2.60%,1.85-2.53,representative,NA,NA,NA,mothers,age,2.16,1.85-2.52,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SWE,Sweden,SWE,NA,11.97,µg/g crt,2011/09/01-2012/04/24,NA,0.3,Human (Urine),urine,statistic,Geometric Mean,96,0.00%,10.25-13.98,representative,NA,NA,NA,mothers,age,12.15,10.41-14.19,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SVN,Slovenia,SVN,NA,3.79,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,3.25-4.43,representative,NA,NA,NA,mothers,age,3.84,3.29-4.48,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SVK,Slovakia,SVK,NA,3.8,µg/g crt,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,125,4.80%,3.26-4.44,representative,NA,NA,NA,mothers,age,3.81,3.27-4.45,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,GBR,United Kingdom,GBR,NA,1.57,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,14.30%,1.34-1.84,representative,NA,NA,NA,mothers,age,1.56,1.34-1.82,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,BEL,Belgium,BEL,NA,39.5,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,35.0-44.6,representative,NA,NA,NA,children,"age, gender, crt",39,34.1-44.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,CHE,Switzerland,CHE,NA,20.2,µg/L,2011/09/01-2012/04/24,NA,4.4,Human (Urine),urine,statistic,Geometric Mean,119,1.70%,17.9-22.8,representative,NA,NA,NA,children,"age, gender, crt",19.4,17.0-22.1,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,CYP,Cyprus,CYP,NA,20.7,µg/L,2011/09/01-2012/04/24,NA,1.6,Human (Urine),urine,statistic,Geometric Mean,60,0.00%,17.4-24.6,representative,NA,NA,NA,children,"age, gender, crt",19.7,16.3-23.8,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,DEU,Germany,DEU,NA,46.5,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,41.2-52.5,representative,NA,NA,NA,children,"age, gender, crt",46.1,40.4-52.6,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,DNK,Denmark,DNK,NA,33.7,µg/L,2011/09/01-2012/04/24,NA,1.43,Human (Urine),urine,statistic,Geometric Mean,142,0.00%,29.9-38.1,representative,NA,NA,NA,children,"age, gender, crt",30.8,27.0-35.2,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,ESP,Spain,ESP,NA,52.9,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,46.8-59.7,representative,NA,NA,NA,children,"age, gender, crt",46.6,40.8-53.2,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,IRL,Ireland,IRL,NA,28.5,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,25.3-32.2,representative,NA,NA,NA,children,"age, gender, crt",28.2,24.7-32.2,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,LUX,Luxembourg,LUX,NA,28.3,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,23.9-33.6,representative,NA,NA,NA,children,"age, gender, crt",26.1,21.7-31.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,POL,Poland,POL,NA,90.7,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,115,0.00%,80.3-102.3,representative,NA,NA,NA,children,"age, gender, crt",85.1,74.5-97.2,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,PRT,Portugal,PRT,NA,33.4,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,29.6-37.8,representative,NA,NA,NA,children,"age, gender, crt",29.1,25.5-33.3,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,ROU,Romania,ROU,NA,43.2,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,38.3-48.7,representative,NA,NA,NA,children,"age, gender, crt",44.4,38.9-50.7,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,SVN,Slovenia,SVN,NA,37.9,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,33.6-42.8,representative,NA,NA,NA,children,"age, gender, crt",40,35.0-45.6,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,GBR,United Kingdom,GBR,NA,26.6,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,23.5-30.0,representative,NA,NA,NA,children,"age, gender, crt",22.6,19.8-25.8,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,BEL,Belgium,BEL,NA,30.8,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,27.3-34.8,representative,NA,NA,NA,mothers,"age, crt",30.9,26.7-35.6,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,CHE,Switzerland,CHE,NA,14.1,µg/L,2011/09/01-2012/04/24,NA,4.4,Human (Urine),urine,statistic,Geometric Mean,117,6.80%,12.5-16.0,representative,NA,NA,NA,mothers,"age, crt",13.2,11.4-15.2,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,CYP,Cyprus,CYP,NA,16.1,µg/L,2011/09/01-2012/04/24,NA,1.6,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,13.6-19.1,representative,NA,NA,NA,mothers,"age, crt",17,13.9-20.9,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,DEU,Germany,DEU,NA,30.1,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,26.6-33.9,representative,NA,NA,NA,mothers,"age, crt",31.5,27.3-36.3,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,DNK,Denmark,DNK,NA,22,µg/L,2011/09/01-2012/04/24,NA,1.43,Human (Urine),urine,statistic,Geometric Mean,143,0.00%,19.5-24.9,representative,NA,NA,NA,mothers,"age, crt",20.7,18.0-23.9,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,ESP,Spain,ESP,NA,31.3,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,27.7-35.3,representative,NA,NA,NA,mothers,"age, crt",32.7,28.3-37.7,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,IRL,Ireland,IRL,NA,20.3,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,18.0-22.9,representative,NA,NA,NA,mothers,"age, crt",21.7,18.8-25.0,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,LUX,Luxembourg,LUX,NA,18.5,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,56,0.00%,15.6-22.0,representative,NA,NA,NA,mothers,"age, crt",16.8,13.7-20.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,POL,Poland,POL,NA,47.8,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,42.3-53.9,representative,NA,NA,NA,mothers,"age, crt",46,39.9-53.1,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,PRT,Portugal,PRT,NA,22.2,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,19.7-25.1,representative,NA,NA,NA,mothers,"age, crt",23.8,20.6-27.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,ROU,Romania,ROU,NA,26.7,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,23.6-30.1,representative,NA,NA,NA,mothers,"age, crt",28.2,24.4-32.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,SVN,Slovenia,SVN,NA,23.9,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,21.2-27.0,representative,NA,NA,NA,mothers,"age, crt",26.9,23.3-31.0,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,GBR,United Kingdom,GBR,NA,13.4,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,11.8-15.1,representative,NA,NA,NA,mothers,"age, crt",13.5,11.7-15.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,BEL,Belgium,BEL,NA,34.8,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,31.0-39.2,representative,NA,NA,NA,children,"age, gender",34.8,30.9-39.2,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,CHE,Switzerland,CHE,NA,18.4,µg/g crt,2011/09/01-2012/04/24,NA,4.4,Human (Urine),urine,statistic,Geometric Mean,119,1.70%,16.4-20.8,representative,NA,NA,NA,children,"age, gender",18.6,16.5-21.0,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,CYP,Cyprus,CYP,NA,18.8,µg/g crt,2011/09/01-2012/04/24,NA,1.6,Human (Urine),urine,statistic,Geometric Mean,60,0.00%,15.9-22.3,representative,NA,NA,NA,children,"age, gender",18.8,15.9-22.3,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,DEU,Germany,DEU,NA,41.4,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,36.8-46.5,representative,NA,NA,NA,children,"age, gender",41.9,37.1-47.2,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,DNK,Denmark,DNK,NA,32.2,µg/g crt,2011/09/01-2012/04/24,NA,1.43,Human (Urine),urine,statistic,Geometric Mean,142,0.00%,28.6-36.2,representative,NA,NA,NA,children,"age, gender",32,28.4-36.1,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,ESP,Spain,ESP,NA,50.9,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,45.3-57.3,representative,NA,NA,NA,children,"age, gender",51,45.2-57.4,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,IRL,Ireland,IRL,NA,26.1,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,23.2-29.4,representative,NA,NA,NA,children,"age, gender",26.1,23.2-29.4,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,LUX,Luxembourg,LUX,NA,26.1,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,22.1-30.8,representative,NA,NA,NA,children,"age, gender",26,22.0-30.8,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,POL,Poland,POL,NA,87.3,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,115,0.00%,77.6-98.2,representative,NA,NA,NA,children,"age, gender",87.2,77.3-98.3,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,PRT,Portugal,PRT,NA,32.3,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,28.7-36.4,representative,NA,NA,NA,children,"age, gender",32.4,28.8-36.6,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,ROU,Romania,ROU,NA,39.2,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,34.8-44.1,representative,NA,NA,NA,children,"age, gender",39.2,34.8-44.2,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,SVN,Slovenia,SVN,NA,33.4,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,29.7-37.6,representative,NA,NA,NA,children,"age, gender",33.2,29.4-37.4,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,GBR,United Kingdom,GBR,NA,25,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,22.2-28.1,representative,NA,NA,NA,children,"age, gender",25.1,22.3-28.3,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,BEL,Belgium,BEL,NA,26.7,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,23.7-30.1,representative,NA,NA,NA,mothers,age,27.5,24.4-31.0,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,CHE,Switzerland,CHE,NA,12.9,µg/g crt,2011/09/01-2012/04/24,NA,4.4,Human (Urine),urine,statistic,Geometric Mean,117,6.80%,11.5-14.6,representative,NA,NA,NA,mothers,age,13.6,12.1-15.3,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,CYP,Cyprus,CYP,NA,14.6,µg/g crt,2011/09/01-2012/04/24,NA,1.6,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,12.4-17.3,representative,NA,NA,NA,mothers,age,14.7,12.4-17.4,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,DEU,Germany,DEU,NA,26.8,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,23.9-30.2,representative,NA,NA,NA,mothers,age,27.9,24.8-31.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,DNK,Denmark,DNK,NA,20,µg/g crt,2011/09/01-2012/04/24,NA,1.43,Human (Urine),urine,statistic,Geometric Mean,143,0.00%,17.7-22.5,representative,NA,NA,NA,mothers,age,21.2,18.8-23.8,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,ESP,Spain,ESP,NA,28.9,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,25.7-32.6,representative,NA,NA,NA,mothers,age,30.6,27.2-34.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,IRL,Ireland,IRL,NA,18.3,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,16.3-20.6,representative,NA,NA,NA,mothers,age,18.5,16.5-20.9,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,LUX,Luxembourg,LUX,NA,17.2,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,56,0.00%,14.5-20.3,representative,NA,NA,NA,mothers,age,18,15.2-21.3,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,POL,Poland,POL,NA,43.2,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,38.4-48.6,representative,NA,NA,NA,mothers,age,41.9,37.2-47.2,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,PRT,Portugal,PRT,NA,19.2,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,17.0-21.6,representative,NA,NA,NA,mothers,age,19.1,17.0-21.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,ROU,Romania,ROU,NA,23,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,20.4-25.9,representative,NA,NA,NA,mothers,age,21.9,19.5-24.7,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,SVN,Slovenia,SVN,NA,20.3,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,18.0-22.8,representative,NA,NA,NA,mothers,age,20.9,18.5-23.5,NA,2020,Democophes_Aggregate.csv,
mono-n-butyl phthalate,131-70-4,GBR,United Kingdom,GBR,NA,12.1,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,10.8-13.7,representative,NA,NA,NA,mothers,age,12.9,11.5-14.5,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,BEL,Belgium,BEL,NA,59.2,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,51.88-67.54,representative,NA,NA,NA,children,"age, gender, crt",58.16,50.45-67.05,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,CHE,Switzerland,CHE,NA,20.54,µg/L,2011/09/01-2012/04/24,NA,4.9,Human (Urine),urine,statistic,Geometric Mean,119,2.50%,18.01-23.41,representative,NA,NA,NA,children,"age, gender, crt",19.67,17.07-22.68,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,CYP,Cyprus,CYP,NA,51.75,µg/L,2011/09/01-2012/04/24,NA,1.4,Human (Urine),urine,statistic,Geometric Mean,60,0.00%,42.98-62.32,representative,NA,NA,NA,children,"age, gender, crt",49.16,40.21-60.11,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,DEU,Germany,DEU,NA,41.4,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,36.29-47.23,representative,NA,NA,NA,children,"age, gender, crt",40.95,35.52-47.21,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,DNK,Denmark,DNK,NA,62.22,µg/L,2011/09/01-2012/04/24,NA,1.1,Human (Urine),urine,statistic,Geometric Mean,142,0.00%,54.54-70.99,representative,NA,NA,NA,children,"age, gender, crt",56.76,49.24-65.43,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,ESP,Spain,ESP,NA,63.83,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,55.91-72.88,representative,NA,NA,NA,children,"age, gender, crt",56.12,48.68-64.7,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,IRL,Ireland,IRL,NA,45.36,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,39.78-51.73,representative,NA,NA,NA,children,"age, gender, crt",44.67,38.75-51.49,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,LUX,Luxembourg,LUX,NA,36.88,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,30.64-44.39,representative,NA,NA,NA,children,"age, gender, crt",34.03,27.83-41.61,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,POL,Poland,POL,NA,108.31,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,115,0.00%,94.96-123.53,representative,NA,NA,NA,children,"age, gender, crt",101.48,88.03-116.98,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,PRT,Portugal,PRT,NA,40.33,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,35.31-46.06,representative,NA,NA,NA,children,"age, gender, crt",35.07,30.42-40.43,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,ROU,Romania,ROU,NA,51.11,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,44.84-58.26,representative,NA,NA,NA,children,"age, gender, crt",52.6,45.63-60.64,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,SVN,Slovenia,SVN,NA,54.98,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,48.2-62.7,representative,NA,NA,NA,children,"age, gender, crt",58.37,50.63-67.29,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,GBR,United Kingdom,GBR,NA,30.31,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,26.53-34.64,representative,NA,NA,NA,children,"age, gender, crt",25.83,22.41-29.78,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,BEL,Belgium,BEL,NA,38.6,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,34.13-43.65,representative,NA,NA,NA,mothers,"age, crt",38.08,33.07-43.84,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,CHE,Switzerland,CHE,NA,14.41,µg/L,2011/09/01-2012/04/24,NA,4.9,Human (Urine),urine,statistic,Geometric Mean,117,6.80%,12.73-16.31,representative,NA,NA,NA,mothers,"age, crt",13.09,11.37-15.07,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,CYP,Cyprus,CYP,NA,43.7,µg/L,2011/09/01-2012/04/24,NA,1.4,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,36.76-51.95,representative,NA,NA,NA,mothers,"age, crt",46.01,37.69-56.16,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,DEU,Germany,DEU,NA,24.61,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,21.76-27.83,representative,NA,NA,NA,mothers,"age, crt",25.07,21.78-28.87,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,DNK,Denmark,DNK,NA,41.56,µg/L,2011/09/01-2012/04/24,NA,1.1,Human (Urine),urine,statistic,Geometric Mean,143,0.00%,36.7-47.06,representative,NA,NA,NA,mothers,"age, crt",37.99,32.99-43.74,NA,2020,Democophes_Aggregate.csv,
