Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Analysed Fraction,Level of Aggregation,Statistic Name,Number of Samples,Number of Non Detects,Standard Deviation,Position,Latitude,Longitude,Location Name,Region,Determinant Name,Determinant Value,Study,IPCheM QC,PulledDate,FileName,QA_Concerns
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,173,71,0.534,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,173,71,0.534,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.206,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,173,71,0.534,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.603,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,173,71,0.534,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,1.019,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,173,71,0.534,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,3.211,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,173,71,0.534,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.305,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Mean,34,17,0.568,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,34,17,0.568,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,34,17,0.568,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,34,17,0.568,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.07,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,34,17,0.568,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.385,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,34,17,0.568,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.646,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,34,17,0.568,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,3.2,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,34,17,0.568,representative,NA,NA,NA,Antwerp City,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.414,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Mean,100,39,0.459,representative,NA,NA,NA,Antwerp City,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,100,39,0.459,representative,NA,NA,NA,Antwerp City,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,100,39,0.459,representative,NA,NA,NA,Antwerp City,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,100,39,0.459,representative,NA,NA,NA,Antwerp City,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.26,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,100,39,0.459,representative,NA,NA,NA,Antwerp City,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.644,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,100,39,0.459,representative,NA,NA,NA,Antwerp City,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,1.105,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,100,39,0.459,representative,NA,NA,NA,Antwerp City,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,2.257,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,100,39,0.459,representative,NA,NA,NA,Antwerp City,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.373,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Mean,110,50,0.6,representative,NA,NA,NA,Antwerp City,Sex,Male,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,110,50,0.6,representative,NA,NA,NA,Antwerp City,Sex,Male,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,110,50,0.6,representative,NA,NA,NA,Antwerp City,Sex,Male,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.045,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,110,50,0.6,representative,NA,NA,NA,Antwerp City,Sex,Male,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.129,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,110,50,0.6,representative,NA,NA,NA,Antwerp City,Sex,Male,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.47,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,110,50,0.6,representative,NA,NA,NA,Antwerp City,Sex,Male,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,0.929,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,110,50,0.6,representative,NA,NA,NA,Antwerp City,Sex,Male,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Antwerp City,NA,3.211,µg/L,2002/01-2004/01,0.09,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,110,50,0.6,representative,NA,NA,NA,Antwerp City,Sex,Male,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.166,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Mean,151,53,0.563,representative,NA,NA,NA,Flemish region,Maternal education,Higher education,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,151,53,0.563,representative,NA,NA,NA,Flemish region,Maternal education,Higher education,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,151,53,0.563,representative,NA,NA,NA,Flemish region,Maternal education,Higher education,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,151,53,0.563,representative,NA,NA,NA,Flemish region,Maternal education,Higher education,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.075,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,151,53,0.563,representative,NA,NA,NA,Flemish region,Maternal education,Higher education,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.106,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,151,53,0.563,representative,NA,NA,NA,Flemish region,Maternal education,Higher education,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.173,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,151,53,0.563,representative,NA,NA,NA,Flemish region,Maternal education,Higher education,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,5.314,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,151,53,0.563,representative,NA,NA,NA,Flemish region,Maternal education,Higher education,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.095,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Mean,95,26,0.085,representative,NA,NA,NA,Flemish region,Maternal education,Secondary school or lower,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,95,26,0.085,representative,NA,NA,NA,Flemish region,Maternal education,Secondary school or lower,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,95,26,0.085,representative,NA,NA,NA,Flemish region,Maternal education,Secondary school or lower,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,95,26,0.085,representative,NA,NA,NA,Flemish region,Maternal education,Secondary school or lower,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.076,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,95,26,0.085,representative,NA,NA,NA,Flemish region,Maternal education,Secondary school or lower,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.104,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,95,26,0.085,representative,NA,NA,NA,Flemish region,Maternal education,Secondary school or lower,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.161,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,95,26,0.085,representative,NA,NA,NA,Flemish region,Maternal education,Secondary school or lower,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.647,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,95,26,0.085,representative,NA,NA,NA,Flemish region,Maternal education,Secondary school or lower,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.138,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Mean,215,73,0.466,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,No,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,215,73,0.466,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,No,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,215,73,0.466,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,No,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,215,73,0.466,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,No,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.075,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,215,73,0.466,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,No,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.103,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,215,73,0.466,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,No,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.167,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,215,73,0.466,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,No,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,5.314,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,215,73,0.466,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,No,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.1,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Mean,28,4,0.054,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,Yes,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,28,4,0.054,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,Yes,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,28,4,0.054,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,Yes,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.067,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,28,4,0.054,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,Yes,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.093,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,28,4,0.054,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,Yes,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.122,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,28,4,0.054,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,Yes,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.2,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,28,4,0.054,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,Yes,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.257,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,28,4,0.054,representative,NA,NA,NA,Flemish region,Maternal smoking during pregnancy,Yes,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.133,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Mean,122,42,0.39,representative,NA,NA,NA,Flemish region,Sex,Female,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,122,42,0.39,representative,NA,NA,NA,Flemish region,Sex,Female,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,122,42,0.39,representative,NA,NA,NA,Flemish region,Sex,Female,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.03,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,122,42,0.39,representative,NA,NA,NA,Flemish region,Sex,Female,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.075,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,122,42,0.39,representative,NA,NA,NA,Flemish region,Sex,Female,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
cadmium,7440-43-9,BEL,Belgium,Flemish region,NA,0.108,µg/L,2008/01-2009/01,0.06,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,122,42,0.39,representative,NA,NA,NA,Flemish region,Sex,Female,FLEHSII,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
